Date,Open,High,Low,Close,Change,Traded Volume,Turnover,Last Price of the Day,Daily Traded Units,Daily Turnover
2010-07-26,37.53,37.55,36.99,37.27,,2860331.0,106504750.0,,,
2010-07-27,37.14,37.35,36.17,36.43,,8656751.0,316180752.0,,,
2010-07-28,36.7,36.77,35.74,35.97,,4662088.0,168229261.0,,,
2010-07-29,36.11,36.24,35.35,35.5,,4950462.0,177058612.0,,,
2010-07-30,35.5,35.59,34.86,35.04,,5795320.0,203249206.0,,,
2010-08-02,35.4,35.59,35.23,35.42,,4051583.0,143269821.0,,,
2010-08-03,35.42,35.42,34.93,35.0,,4066125.0,142810972.0,,,
2010-08-04,35.0,35.56,34.86,35.4,,5059669.0,178655784.0,,,
2010-08-05,35.37,35.67,35.34,35.54,,4678381.0,166247364.0,,,
2010-08-06,35.73,35.82,34.95,35.03,,5051306.0,178322681.0,,,
2010-08-09,35.24,35.7,35.12,35.61,,2719632.0,96589737.0,,,
2010-08-10,35.48,35.75,35.36,35.54,,2720561.0,96690071.0,,,
2010-08-11,35.37,35.5,34.93,34.98,,3299257.0,115693471.0,,,
2010-08-12,35.0,35.19,34.57,34.97,,3472827.0,121025384.0,,,
2010-08-13,35.14,35.18,34.46,34.86,,3063715.0,106657202.0,,,
2010-08-16,35.09,35.15,34.65,34.91,,2230821.0,77822089.0,,,
2010-08-17,34.79,35.46,34.78,35.37,,3625437.0,127924460.0,,,
2010-08-18,35.2,35.62,35.02,35.32,,2853919.0,100802670.0,,,
2010-08-19,35.59,35.82,35.11,35.13,,4137936.0,146476535.0,,,
2010-08-20,35.13,35.43,34.87,35.0,,4393579.0,153930935.0,,,
2010-08-23,35.21,35.58,35.1,35.22,,2558907.0,90414427.0,,,
2010-08-24,34.96,35.2,34.66,34.92,,3444808.0,120298622.0,,,
2010-08-25,34.85,34.92,34.36,34.76,,3495488.0,121167486.0,,,
2010-08-26,35.0,35.03,34.47,34.73,,2546904.0,88465913.0,,,
2010-08-27,34.61,34.98,34.18,34.79,,2874088.0,99654934.0,,,
2010-08-30,34.87,35.05,34.52,34.65,,1824033.0,63375323.0,,,
2010-08-31,34.21,34.59,34.13,34.46,,3817519.0,131280831.0,,,
2010-09-01,34.6,35.21,34.19,35.19,,4044855.0,141199129.0,,,
2010-09-02,35.0,35.58,34.81,35.33,,3119314.0,110013682.0,,,
2010-09-03,35.55,35.96,35.36,35.69,,4276743.0,152886398.0,,,
2010-09-06,35.7,35.89,35.5,35.66,,1269624.0,45327406.0,,,
2010-09-07,35.54,35.64,35.25,35.3,,2472419.0,87455545.0,,,
2010-09-08,35.4,35.61,35.19,35.45,,3052705.0,108118677.0,,,
2010-09-09,35.6,36.49,35.4,36.36,,4587586.0,165820741.0,,,
2010-09-10,36.35,36.35,35.78,35.79,,3892918.0,139888566.0,,,
2010-09-13,36.0,36.13,35.82,36.1,,2666278.0,96065701.0,,,
2010-09-14,36.29,36.94,36.25,36.73,,6126897.0,224863581.0,,,
2010-09-15,36.85,36.85,36.36,36.59,,3048598.0,111456996.0,,,
2010-09-16,36.49,36.73,36.36,36.6,,2878492.0,105362728.0,,,
2010-09-17,37.06,37.53,36.94,36.96,,10413334.0,387873834.0,,,
2010-09-20,36.98,37.31,36.76,37.08,,2964843.0,109777793.0,,,
2010-09-21,37.19,37.38,37.08,37.09,,2453567.0,91288008.0,,,
2010-09-22,36.95,37.12,36.33,36.45,,4444553.0,162365617.0,,,
2010-09-23,36.45,36.64,35.98,36.64,,2974755.0,108269987.0,,,
2010-09-24,36.6,36.95,36.18,36.79,,2722130.0,99843313.0,,,
2010-09-27,36.85,37.11,36.79,36.97,,2381397.0,88045536.0,,,
2010-09-28,36.9,37.25,36.5,36.81,,3560160.0,131151659.0,,,
2010-09-29,36.89,36.99,36.31,36.48,,3316268.0,121229837.0,,,
2010-09-30,36.31,36.8,36.13,36.29,,3057964.0,111252805.0,,,
2010-10-01,36.4,37.04,36.01,36.59,,5065594.0,185806326.0,,,
2010-10-04,36.62,36.67,36.15,36.18,,2901017.0,105392372.0,,,
2010-10-05,36.36,36.86,36.2,36.74,,3156662.0,115622779.0,,,
2010-10-06,36.79,37.03,36.4,36.59,,4347979.0,159249370.0,,,
2010-10-07,36.69,36.96,36.38,36.6,,3451360.0,126502416.0,,,
2010-10-08,36.89,36.96,36.58,36.73,,3761333.0,138268820.0,,,
2010-10-11,36.89,37.01,36.73,36.86,,2165009.0,79854065.0,,,
2010-10-12,36.81,37.43,36.58,37.28,,4365216.0,161981576.0,,,
2010-10-13,37.47,38.04,37.37,37.95,,4584080.0,173579393.0,,,
2010-10-14,38.0,38.48,37.73,38.09,,3828538.0,145980515.0,,,
2010-10-15,38.25,38.5,37.97,38.16,,5199704.0,199100360.0,,,
2010-10-18,37.81,37.95,37.62,37.74,,3243444.0,122496909.0,,,
2010-10-19,37.6,37.6,37.26,37.35,,3457280.0,129333289.0,,,
2010-10-20,37.33,37.56,37.16,37.27,,3400580.0,126912443.0,,,
2010-10-21,37.12,37.82,37.11,37.7,,3605562.0,135252956.0,,,
2010-10-22,37.8,38.1,37.59,38.04,,2986195.0,113448730.0,,,
2010-10-25,38.37,38.38,38.03,38.18,,2570955.0,98167318.0,,,
2010-10-26,38.26,38.44,37.82,38.3,,4148981.0,158462363.0,,,
2010-10-27,37.0,37.63,36.75,37.23,,9694747.0,360118657.0,,,
2010-10-28,37.26,37.56,36.96,37.09,,4668355.0,173714935.0,,,
2010-10-29,36.85,37.66,36.85,37.47,,4101781.0,153296192.0,,,
2010-11-01,37.55,37.55,37.03,37.2,,3157431.0,117570476.0,,,
2010-11-02,37.15,37.54,37.12,37.39,,2292435.0,85646291.0,,,
2010-11-03,37.44,37.5,36.87,36.93,,3063832.0,113658283.0,,,
2010-11-04,37.2,37.45,36.94,37.08,,4276628.0,159063961.0,,,
2010-11-05,37.25,37.55,37.09,37.31,,3331768.0,124167316.0,,,
2010-11-08,37.12,37.36,37.06,37.28,,2040293.0,75875795.0,,,
2010-11-09,37.32,37.62,37.21,37.39,,2096667.0,78484403.0,,,
2010-11-10,37.34,37.39,36.76,37.04,,3687571.0,136555361.0,,,
2010-11-11,36.9,37.09,36.77,36.93,,3059818.0,112880323.0,,,
2010-11-12,36.72,36.94,36.55,36.74,,2655312.0,97560072.0,,,
2010-11-15,36.57,36.85,36.41,36.7,,2466503.0,90462167.0,,,
2010-11-16,36.55,36.58,36.1,36.2,,2883728.0,104648808.0,,,
2010-11-17,36.25,36.38,36.15,36.26,,1998295.0,72483649.0,,,
2010-11-18,36.62,36.79,36.39,36.67,,3202827.0,117293595.0,,,
2010-11-19,36.53,36.79,36.43,36.55,,3614858.0,132126984.0,,,
2010-11-22,36.75,36.75,36.15,36.26,,2700002.0,98107267.0,,,
2010-11-23,36.26,36.61,36.12,36.2,,3992493.0,145106065.0,,,
2010-11-24,35.7,35.93,35.63,35.84,,7491050.0,268219984.0,,,
2010-11-25,36.16,36.36,35.92,36.26,,3079082.0,111337019.0,,,
2010-11-26,36.18,36.68,36.11,36.51,,3368887.0,122824928.0,,,
2010-11-29,36.4,36.59,35.81,35.91,,3797888.0,136935428.0,,,
2010-11-30,36.08,36.37,35.88,35.94,,3739470.0,134859929.0,,,
2010-12-01,36.08,36.33,35.87,36.24,,3968047.0,143326295.0,,,
2010-12-02,36.25,36.36,35.78,36.3,,3505990.0,126598528.0,,,
2010-12-03,36.25,36.93,36.11,36.67,,3904206.0,143193565.0,,,
2010-12-06,36.53,36.87,36.31,36.62,,2569506.0,94006868.0,,,
2010-12-07,36.72,37.29,36.72,37.0,,2994911.0,110968564.0,,,
2010-12-08,36.99,37.13,36.55,36.67,,3166752.0,116204446.0,,,
2010-12-09,36.74,36.92,36.52,36.83,,2485831.0,91401559.0,,,
2010-12-10,37.0,37.05,36.72,36.9,,1957072.0,72173423.0,,,
2010-12-13,37.15,37.24,36.88,37.14,,1933946.0,71764583.0,,,
2010-12-14,36.98,37.53,36.95,37.34,,2559502.0,95442105.0,,,
2010-12-15,37.28,37.32,36.94,37.3,,2541883.0,94533265.0,,,
2010-12-16,37.35,37.49,37.14,37.4,,2755301.0,102954897.0,,,
2010-12-17,37.93,38.12,37.75,38.0,,9078964.0,344817866.0,,,
2010-12-20,38.0,38.05,37.53,37.7,,3070636.0,115923174.0,,,
2010-12-21,37.88,38.52,37.79,38.28,,3397412.0,130099918.0,,,
2010-12-22,38.5,38.52,38.14,38.22,,1780322.0,68132736.0,,,
2010-12-23,38.45,38.5,38.23,38.37,,1206471.0,46284390.0,,,
2010-12-27,38.45,38.5,37.89,38.3,,1018812.0,38978650.0,,,
2010-12-28,38.3,38.61,38.3,38.38,,863728.0,33211981.0,,,
2010-12-29,38.46,38.56,38.27,38.4,,1094616.0,42044853.0,,,
2010-12-30,38.4,38.49,37.77,38.1,,1419545.0,53977775.0,,,
2011-01-03,38.16,38.49,37.95,38.22,,1729328.0,66069462.0,,,
2011-01-04,38.25,38.5,37.96,38.19,,2716812.0,103723187.0,,,
2011-01-05,38.2,38.38,37.65,38.12,,3626844.0,137620202.0,,,
2011-01-06,38.0,38.43,37.93,38.18,,2171900.0,82973945.0,,,
2011-01-07,38.19,38.34,37.92,38.08,,1878470.0,71606320.0,,,
2011-01-10,38.08,38.08,37.39,37.45,,2686206.0,100942359.0,,,
2011-01-11,37.6,38.77,37.53,38.62,,5148682.0,197256653.0,,,
2011-01-12,38.65,39.05,38.55,39.05,,3838564.0,149489871.0,,,
2011-01-13,39.11,40.59,38.63,40.4,,12211181.0,485785199.0,,,
2011-01-14,40.79,40.86,39.98,40.18,,6436451.0,259407801.0,,,
2011-01-17,40.01,40.88,39.66,40.86,,3730961.0,150839360.0,,,
2011-01-18,40.9,40.98,40.33,40.59,,3145145.0,127707567.0,,,
2011-01-19,40.48,40.95,40.44,40.57,,3227986.0,131334257.0,,,
2011-01-20,40.44,40.65,40.08,40.25,,4066915.0,163960683.0,,,
2011-01-21,40.14,40.73,40.03,40.13,,5172839.0,208721997.0,,,
2011-01-24,40.0,40.6,40.0,40.47,,2739242.0,110599574.0,,,
2011-01-25,40.8,40.86,40.36,40.57,,3407626.0,138336539.0,,,
2011-01-26,40.69,41.43,40.17,41.13,,6240878.0,255555769.0,,,
2011-01-27,41.39,41.99,40.81,41.77,,5862420.0,243473018.0,,,
2011-01-28,41.75,42.68,41.58,42.15,,5430847.0,229096084.0,,,
2011-01-31,42.36,42.48,41.91,42.22,,4639805.0,195882984.0,,,
2011-02-01,42.5,42.6,42.01,42.55,,4640653.0,196739122.0,,,
2011-02-02,42.66,43.33,42.55,43.01,,4325395.0,186016999.0,,,
2011-02-03,42.91,43.19,42.69,42.87,,3892305.0,166917743.0,,,
2011-02-04,42.85,43.23,42.73,43.21,,2787737.0,120015285.0,,,
2011-02-07,43.39,43.62,43.07,43.55,,3935678.0,171147097.0,,,
2011-02-08,43.54,43.68,43.15,43.41,,3017475.0,131062852.0,,,
2011-02-09,43.41,43.43,43.11,43.28,,2683795.0,116087044.0,,,
2011-02-10,43.21,43.7,42.93,43.7,,3046008.0,132083428.0,,,
2011-02-11,43.7,44.67,43.61,44.37,,5574330.0,246812611.0,,,
2011-02-14,44.49,45.05,44.27,44.67,,3104945.0,138657654.0,,,
2011-02-15,44.51,44.55,43.75,43.85,,6738738.0,296901110.0,,,
2011-02-16,44.0,44.5,43.93,44.45,,3434221.0,152046098.0,,,
2011-02-17,44.61,45.0,44.26,44.51,,3138332.0,140101075.0,,,
2011-02-18,44.76,44.76,43.97,44.24,,4180893.0,184660313.0,,,
2011-02-21,43.98,44.25,43.32,43.32,,2830018.0,123290107.0,,,
2011-02-22,43.4,44.0,42.92,43.72,,4613958.0,200797736.0,,,
2011-02-23,43.42,43.9,43.02,43.12,,3345359.0,145131287.0,,,
2011-02-24,42.92,43.36,42.55,42.88,,3254412.0,139513864.0,,,
2011-02-25,43.17,43.38,42.83,43.33,,4159375.0,179535249.0,,,
2011-02-28,43.4,44.45,43.13,43.72,,4865714.0,213404676.0,,,
2011-03-01,43.89,44.47,43.49,43.7,,3355851.0,147557917.0,,,
2011-03-02,43.6,43.77,43.16,43.67,,2726210.0,118586059.0,,,
2011-03-03,43.95,44.48,43.74,44.1,,2594661.0,114522337.0,,,
2011-03-04,44.32,44.71,43.91,44.05,,2526319.0,111887154.0,,,
2011-03-07,44.0,44.27,43.72,43.77,,1892552.0,83155220.0,,,
2011-03-08,43.96,44.12,42.61,43.37,,3764357.0,162654386.0,,,
2011-03-09,43.59,43.68,42.68,42.72,,3252890.0,139950041.0,,,
2011-03-10,42.67,43.57,42.27,43.15,,5745644.0,247002575.0,,,
2011-03-11,42.91,43.05,42.16,42.33,,4265549.0,181434327.0,,,
2011-03-14,42.32,43.19,41.71,41.82,,3974712.0,167003559.0,,,
2011-03-15,41.0,41.16,39.81,40.41,,9960641.0,402914353.0,,,
2011-03-16,40.58,40.61,39.36,39.6,,8972038.0,357638167.0,,,
2011-03-17,39.98,40.58,39.58,40.08,,5912552.0,237151553.0,,,
2011-03-18,40.74,41.31,40.43,40.73,,12923590.0,526284868.0,,,
2011-03-21,41.1,41.34,40.88,41.21,,4419178.0,181703668.0,,,
2011-03-22,41.02,41.33,40.72,40.89,,2547817.0,104414020.0,,,
2011-03-23,40.71,41.09,40.42,41.01,,2258905.0,92177741.0,,,
2011-03-24,40.93,42.19,40.8,42.16,,3584692.0,149979010.0,,,
2011-03-25,43.46,43.5,42.81,42.95,,5250603.0,226633268.0,,,
2011-03-28,42.9,43.12,42.54,42.91,,2417374.0,103605782.0,,,
2011-03-29,43.23,43.23,42.31,42.95,,2753831.0,117926790.0,,,
2011-03-30,43.32,43.52,43.03,43.49,,3202817.0,138962132.0,,,
2011-03-31,43.52,43.56,43.11,43.2,,2966951.0,128240260.0,,,
2011-04-01,43.5,43.93,43.18,43.76,,2661672.0,116083344.0,,,
2011-04-04,43.6,44.04,43.42,43.8,,2152016.0,94230919.0,,,
2011-04-05,43.61,44.2,43.54,44.2,,3038270.0,133641547.0,,,
2011-04-06,44.29,44.41,43.82,43.82,,2965872.0,130629013.0,,,
2011-04-07,43.8,44.18,43.74,43.8,,2422908.0,106362533.0,,,
2011-04-08,44.05,44.28,43.93,44.19,,2286803.0,100954223.0,,,
2011-04-11,43.97,44.39,43.79,44.3,,2556650.0,113038454.0,,,
2011-04-12,43.9,44.05,43.45,43.5,,2781489.0,121409867.0,,,
2011-04-13,43.6,44.23,43.42,44.05,,2184746.0,96056281.0,,,
2011-04-14,43.8,44.2,43.55,44.0,,2194726.0,96372196.0,,,
2011-04-15,43.9,44.69,43.55,44.42,,5319000.0,235363489.0,,,
2011-04-18,44.13,44.47,43.54,43.79,,3440046.0,151305051.0,,,
2011-04-19,44.4,44.47,44.11,44.27,,3548640.0,157287363.0,,,
2011-04-20,44.74,45.2,44.64,44.97,,3807065.0,171266381.0,,,
2011-04-21,45.21,45.89,45.12,45.85,,3878943.0,177095659.0,,,
2011-04-26,45.6,45.99,45.45,45.9,,2038783.0,93390068.0,,,
2011-04-27,46.0,46.15,45.61,45.68,,3455208.0,158318594.0,,,
2011-04-28,43.35,43.59,42.55,43.09,,15162137.0,652938488.0,,,
2011-04-29,43.25,43.59,43.14,43.5,,4639226.0,201424590.0,,,
2011-05-02,43.93,44.42,43.81,43.92,,3973405.0,175156491.0,,,
2011-05-03,44.01,44.35,43.69,43.75,,3184727.0,139913104.0,,,
2011-05-04,44.0,44.16,43.15,43.2,,4479159.0,194895718.0,,,
2011-05-05,43.05,43.47,42.64,42.97,,3911477.0,168148798.0,,,
2011-05-06,43.09,43.61,42.85,43.39,,4195738.0,181667540.0,,,
2011-05-09,43.86,44.05,43.37,43.69,,3650183.0,159642616.0,,,
2011-05-10,43.85,44.49,43.79,44.26,,3544726.0,156725798.0,,,
2011-05-11,44.7,45.24,44.52,44.62,,4373364.0,196174285.0,,,
2011-05-12,44.38,44.58,44.01,44.56,,3158624.0,139999579.0,,,
2011-05-13,44.95,45.08,44.31,44.49,,2895711.0,129304695.0,,,
2011-05-16,44.33,44.82,44.11,44.4,,3201715.0,142028450.0,,,
2011-05-17,43.81,44.23,43.49,43.6,,4251357.0,186075933.0,,,
2011-05-18,43.9,44.03,43.36,43.75,,2773424.0,121252990.0,,,
2011-05-19,44.1,44.5,43.83,44.09,,2920081.0,128913578.0,,,
2011-05-20,44.2,44.38,43.37,43.6,,4633751.0,203025582.0,,,
2011-05-23,43.07,43.31,42.66,42.93,,3666362.0,157481427.0,,,
2011-05-24,43.14,43.43,42.83,42.98,,7002134.0,301372845.0,,,
2011-05-25,42.44,43.16,42.21,43.11,,12281165.0,527309336.0,,,
2011-05-26,42.61,42.84,42.24,42.27,,2870394.0,121688737.0,,,
2011-05-27,42.6,42.68,41.91,42.32,,2661324.0,112428400.0,,,
2011-05-30,42.38,42.78,42.38,42.55,,1387091.0,59130581.0,,,
2011-05-31,42.89,43.39,42.78,43.17,,6782186.0,292597484.0,,,
2011-06-01,43.4,43.4,42.75,42.89,,2738911.0,117723653.0,,,
2011-06-02,42.52,42.53,42.0,42.0,,2702947.0,114060036.0,,,
2011-06-03,42.09,42.5,41.79,42.17,,2371607.0,99792451.0,,,
2011-06-06,41.95,42.29,41.71,42.07,,1965871.0,82660196.0,,,
2011-06-07,42.07,42.51,41.89,42.19,,2050446.0,86703915.0,,,
2011-06-08,41.87,42.05,41.34,41.73,,3112203.0,129708819.0,,,
2011-06-09,41.63,42.36,41.47,42.22,,2739299.0,115100271.0,,,
2011-06-10,42.0,42.33,41.54,41.75,,3288533.0,137648805.0,,,
2011-06-13,41.85,42.11,41.63,41.89,,1295612.0,54300161.0,,,
2011-06-14,42.34,43.04,42.27,42.79,,3390759.0,144815915.0,,,
2011-06-15,42.59,42.72,41.86,42.21,,3401005.0,143652643.0,,,
2011-06-16,41.62,42.15,41.62,42.14,,4455636.0,186829860.0,,,
2011-06-17,41.85,42.89,41.64,42.33,,8608986.0,364737054.0,,,
2011-06-20,41.95,42.34,41.45,42.34,,2415445.0,101683099.0,,,
2011-06-21,42.57,43.15,42.51,43.05,,3011535.0,129267067.0,,,
2011-06-22,43.05,43.2,42.34,42.34,,3322790.0,141381262.0,,,
2011-06-23,42.2,42.28,41.25,41.25,,5533186.0,229687970.0,,,
2011-06-24,41.5,41.83,40.9,41.09,,4141677.0,171145028.0,,,
2011-06-27,40.94,41.42,40.91,41.09,,2328326.0,95828658.0,,,
2011-06-28,41.27,41.58,40.93,41.07,,2803616.0,115413171.0,,,
2011-06-29,41.35,41.77,41.22,41.33,,3320557.0,137633670.0,,,
2011-06-30,41.5,41.78,41.15,41.75,,3674340.0,152654871.0,,,
2011-07-01,41.74,41.86,41.32,41.8,,3174012.0,132331772.0,,,
2011-07-04,41.8,42.11,41.67,42.0,,1354205.0,56807305.0,,,
2011-07-05,41.9,42.33,41.9,42.03,,2176811.0,91640545.0,,,
2011-07-06,42.12,42.28,41.95,42.09,,2279296.0,95935528.0,,,
2011-07-07,42.59,43.64,42.37,43.55,,5156909.0,222679437.0,,,
2011-07-08,43.8,43.94,42.95,43.04,,3403612.0,147571924.0,,,
2011-07-11,42.82,43.18,42.33,42.53,,3361919.0,143502643.0,,,
2011-07-12,41.86,42.05,41.4,41.93,,4161733.0,173831511.0,,,
2011-07-13,41.64,42.19,41.5,42.05,,2564978.0,107447581.0,,,
2011-07-14,40.87,41.24,40.51,40.86,,5072767.0,207424559.0,,,
2011-07-15,40.66,41.27,40.46,40.8,,5748862.0,234107706.0,,,
2011-07-18,40.25,40.58,39.91,40.38,,3457698.0,139221417.0,,,
2011-07-19,40.62,41.42,40.62,41.1,,3217172.0,132341886.0,,,
2011-07-20,41.47,41.64,40.91,41.21,,2304954.0,95081003.0,,,
2011-07-21,41.03,41.74,40.49,41.52,,3943457.0,162631556.0,,,
2011-07-22,42.0,42.22,40.85,42.16,,2811025.0,118072008.0,,,
2011-07-25,41.8,42.12,41.68,42.0,,1809096.0,75824479.0,,,
2011-07-26,42.28,43.96,41.43,43.49,,5030673.0,215148852.0,,,
2011-07-27,44.65,44.69,43.95,44.02,,8192758.0,363008051.0,,,
2011-07-28,43.7,44.1,43.54,43.95,,3092285.0,135464266.0,,,
2011-07-29,43.42,43.8,42.57,43.65,,4945022.0,214183295.0,,,
2011-08-01,44.12,44.37,42.77,42.77,,3927784.0,170151521.0,,,
2011-08-02,42.4,42.92,41.94,42.05,,3732047.0,158050546.0,,,
2011-08-03,41.73,41.98,40.84,41.52,,5106651.0,212041565.0,,,
2011-08-04,41.92,42.05,39.98,40.24,,6405834.0,261700677.0,,,
2011-08-05,39.0,40.36,38.09,39.28,,8321653.0,328183769.0,,,
2011-08-08,38.77,39.36,37.03,37.05,,8193528.0,309531175.0,,,
2011-08-09,36.95,37.63,34.34,37.4,,11205570.0,406982300.0,,,
2011-08-10,38.0,38.53,35.09,35.45,,10233547.0,374943442.0,,,
2011-08-11,35.96,36.8,34.88,36.25,,8948492.0,321300405.0,,,
2011-08-12,35.17,37.27,34.62,37.24,,5679764.0,208132027.0,,,
2011-08-15,37.34,37.65,36.87,36.99,,3147468.0,117109615.0,,,
2011-08-16,36.47,37.3,35.85,37.19,,3053543.0,112323860.0,,,
2011-08-17,36.65,36.98,36.32,36.39,,3777040.0,138062937.0,,,
2011-08-18,35.87,36.2,33.76,34.26,,6433549.0,223453309.0,,,
2011-08-19,34.55,34.73,32.88,34.26,,8832380.0,297938804.0,,,
2011-08-22,33.81,35.24,33.8,34.42,,4178600.0,144465949.0,,,
2011-08-23,34.95,35.62,34.73,35.25,,4923638.0,173377873.0,,,
2011-08-24,35.53,36.69,35.28,36.37,,5515865.0,199508444.0,,,
2011-08-25,36.37,36.79,35.34,35.98,,4689952.0,169593450.0,,,
2011-08-26,35.77,36.59,35.51,36.36,,5819692.0,209486130.0,,,
2011-08-29,36.98,37.43,36.42,37.15,,2552914.0,94450312.0,,,
2011-08-30,37.27,37.49,36.68,37.14,,4322158.0,160118798.0,,,
2011-08-31,37.18,38.56,37.16,38.0,,6831226.0,259001020.0,,,
2011-09-01,37.94,38.15,37.28,37.85,,4046014.0,152504380.0,,,
2011-09-02,37.69,37.96,36.66,37.0,,4981242.0,185393454.0,,,
2011-09-05,36.04,36.54,35.18,35.44,,4499740.0,160777592.0,,,
2011-09-06,35.59,36.09,35.14,35.79,,4669548.0,166394974.0,,,
2011-09-07,36.86,37.38,36.22,37.24,,6161655.0,227498906.0,,,
2011-09-08,37.25,37.48,36.65,37.19,,3992564.0,148306206.0,,,
2011-09-09,37.02,37.55,36.14,36.29,,4913310.0,180394940.0,,,
2011-09-12,35.25,35.95,34.91,35.6,,5820056.0,206482741.0,,,
2011-09-13,36.0,36.0,34.57,35.67,,5561673.0,197056766.0,,,
2011-09-14,35.22,36.2,35.06,36.08,,5541449.0,198033860.0,,,
2011-09-15,36.44,37.45,36.33,36.8,,4279260.0,157412568.0,,,
2011-09-16,37.11,37.69,36.8,37.24,,10909842.0,405431658.0,,,
2011-09-19,36.27,36.88,35.87,36.5,,3428439.0,124582021.0,,,
2011-09-20,36.38,37.54,36.29,37.35,,3915555.0,145637856.0,,,
2011-09-21,37.85,38.47,37.24,37.32,,4617002.0,174147121.0,,,
2011-09-22,36.42,36.79,35.81,36.28,,5370616.0,194818945.0,,,
2011-09-23,36.42,36.68,34.62,35.83,,4650828.0,165604265.0,,,
2011-09-26,35.59,36.93,35.57,36.4,,4821218.0,175508462.0,,,
2011-09-27,37.29,37.9,36.88,37.84,,5574978.0,209279426.0,,,
2011-09-28,37.84,38.98,37.53,38.32,,5575936.0,214369152.0,,,
2011-09-29,38.13,38.94,37.95,38.53,,3878514.0,149103923.0,,,
2011-09-30,38.01,38.41,37.75,38.32,,3568569.0,136073948.0,,,
2011-10-03,37.2,37.87,37.18,37.48,,3134046.0,117401973.0,,,
2011-10-04,37.1,37.22,36.32,36.87,,3973477.0,146331898.0,,,
2011-10-05,37.76,38.28,37.15,38.26,,5375835.0,204070741.0,,,
2011-10-06,38.27,39.01,37.95,38.98,,4975490.0,191690129.0,,,
2011-10-07,39.26,39.75,38.78,39.34,,3599756.0,141262963.0,,,
2011-10-10,39.69,40.25,39.0,40.0,,3663179.0,145697814.0,,,
2011-10-11,39.88,40.49,39.7,40.16,,3405410.0,136461792.0,,,
2011-10-12,40.16,40.78,39.91,40.55,,4402031.0,177766585.0,,,
2011-10-13,40.3,40.8,40.21,40.55,,3238523.0,131059870.0,,,
2011-10-14,40.85,42.04,40.37,41.4,,8809429.0,365019359.0,,,
2011-10-17,41.84,42.1,41.21,41.46,,3878571.0,161407942.0,,,
2011-10-18,41.27,42.04,41.02,41.88,,3420659.0,142653664.0,,,
2011-10-19,42.15,42.38,41.43,41.85,,3744317.0,157145670.0,,,
2011-10-20,41.5,42.46,41.32,41.57,,4587727.0,191683625.0,,,
2011-10-21,41.61,42.36,41.14,42.33,,5096996.0,213503960.0,,,
2011-10-24,42.27,42.71,42.13,42.59,,2852162.0,121111660.0,,,
2011-10-25,42.38,43.05,42.3,42.84,,3179286.0,135981959.0,,,
2011-10-26,42.5,43.83,42.28,43.48,,5644627.0,244027154.0,,,
2011-10-27,44.0,44.0,43.2,43.7,,7579494.0,330974664.0,,,
2011-10-28,44.03,44.17,43.66,43.92,,4126312.0,181295619.0,,,
2011-10-31,43.91,44.1,43.43,43.63,,4658601.0,203717386.0,,,
2011-11-01,42.99,43.31,42.56,42.86,,5589215.0,239977394.0,,,
2011-11-02,43.26,43.89,42.75,43.69,,3814866.0,165728554.0,,,
2011-11-03,43.15,44.56,42.84,44.31,,5879548.0,258595760.0,,,
2011-11-04,44.55,44.86,43.92,44.07,,4469891.0,198159086.0,,,
2011-11-07,43.47,44.11,43.3,43.82,,4443542.0,194347633.0,,,
2011-11-08,44.15,44.87,44.0,44.39,,4406792.0,195781779.0,,,
2011-11-09,44.56,44.83,43.4,43.7,,5865914.0,256927139.0,,,
2011-11-10,42.95,43.87,42.95,43.68,,4705328.0,204294437.0,,,
2011-11-11,43.86,44.48,43.59,44.35,,3546959.0,156668837.0,,,
2011-11-14,44.3,44.31,43.64,44.04,,3236489.0,142430376.0,,,
2011-11-15,43.77,44.41,43.4,44.14,,6425530.0,282099108.0,,,
2011-11-16,44.07,44.66,43.59,44.23,,3279994.0,144705235.0,,,
2011-11-17,43.9,44.27,43.47,44.13,,4037206.0,177272488.0,,,
2011-11-18,43.9,44.2,43.39,43.52,,4329180.0,189334506.0,,,
2011-11-21,43.18,43.4,42.43,42.85,,4060943.0,174271421.0,,,
2011-11-22,42.71,42.95,42.3,42.33,,3518816.0,149720990.0,,,
2011-11-23,42.05,42.86,41.84,41.95,,5268098.0,222634590.0,,,
2011-11-24,42.1,42.43,41.51,41.7,,3233436.0,135725606.0,,,
2011-11-25,41.84,42.04,41.25,41.78,,3799142.0,158272844.0,,,
2011-11-28,42.1,42.83,41.92,42.82,,3473349.0,147852437.0,,,
2011-11-29,42.6,43.03,42.5,42.84,,3178897.0,135968625.0,,,
2011-11-30,42.5,44.4,42.42,44.38,,6678193.0,293328454.0,,,
2011-12-01,44.5,44.85,44.12,44.57,,3964092.0,176506015.0,,,
2011-12-02,44.85,45.04,44.49,44.72,,3266516.0,146219484.0,,,
2011-12-05,44.15,44.4,43.43,43.61,,6292473.0,275299761.0,,,
2011-12-06,43.55,44.07,43.47,43.79,,3745056.0,164146320.0,,,
2011-12-07,44.1,44.26,43.3,43.65,,3019198.0,131911980.0,,,
2011-12-08,43.99,44.26,43.21,43.5,,3848936.0,168182203.0,,,
2011-12-09,43.05,43.88,42.91,43.81,,4007592.0,174720275.0,,,
2011-12-12,43.6,43.82,43.26,43.36,,4839004.0,210451140.0,,,
